Queue | Arch   | Instance          | vCPU | GiB   | GPU | USD/hr   | Current
cpu   | x86_64 | m5a.8xlarge       | 32   | 128.0 | 0   | 1.376000 | True   
cpu   | x86_64 | m6a.8xlarge       | 32   | 128.0 | 0   | 1.382400 | True   
cpu   | x86_64 | m7i-flex.8xlarge  | 32   | 128.0 | 0   | 1.532160 | True   
cpu   | x86_64 | m5.8xlarge        | 32   | 128.0 | 0   | 1.536000 | False  
cpu   | x86_64 | m6i.8xlarge       | 32   | 128.0 | 0   | 1.536000 | False  
cpu   | x86_64 | m8i-flex.8xlarge  | 32   | 128.0 | 0   | 1.608800 | True   
cpu   | x86_64 | m7i.8xlarge       | 32   | 128.0 | 0   | 1.612800 | True   
cpu   | x86_64 | m5ad.8xlarge      | 32   | 128.0 | 0   | 1.648000 | True   
cpu   | x86_64 | m8i.8xlarge       | 32   | 128.0 | 0   | 1.693440 | True   
cpu   | x86_64 | m5d.8xlarge       | 32   | 128.0 | 0   | 1.808000 | True   
cpu   | x86_64 | m7a.8xlarge       | 32   | 128.0 | 0   | 1.854720 | True   
cpu   | x86_64 | m6id.8xlarge      | 32   | 128.0 | 0   | 1.898400 | True   
cpu   | x86_64 | m5n.8xlarge       | 32   | 128.0 | 0   | 1.904000 | True   
cpu   | x86_64 | m8a.8xlarge       | 32   | 128.0 | 0   | 1.947520 | True   
cpu   | x86_64 | m8id.8xlarge      | 32   | 128.0 | 0   | 2.088320 | True   
cpu   | x86_64 | m5dn.8xlarge      | 32   | 128.0 | 0   | 2.176000 | True   
cpu   | x86_64 | m6in.8xlarge      | 32   | 128.0 | 0   | 2.227680 | True   
cpu   | x86_64 | m6idn.8xlarge     | 32   | 128.0 | 0   | 2.545920 | True   
cpu   | x86_64 | m8ib.8xlarge      | 32   | 128.0 | 0   | 2.673280 | True   
cpu   | x86_64 | m8in.8xlarge      | 32   | 128.0 | 0   | 2.673280 | True   
cpu   | x86_64 | m8idb.8xlarge     | 32   | 128.0 | 0   | 3.055040 | True   
cpu   | x86_64 | m8idn.8xlarge     | 32   | 128.0 | 0   | 3.055040 | True   
cpu   | x86_64 | m8ine.8xlarge     | 32   | 128.0 | 0   | 3.341600 | True   
cpu   | x86_64 | r4.8xlarge        | 32   | 244.0 | 0   | 2.128000 | False  
cpu   | x86_64 | r3.8xlarge        | 32   | 244.0 | 0   | 2.660000 | False  
cpu   | x86_64 | r5a.8xlarge       | 32   | 256.0 | 0   | 1.808000 | True   
cpu   | x86_64 | r6a.8xlarge       | 32   | 256.0 | 0   | 1.814400 | True   
cpu   | x86_64 | r5.8xlarge        | 32   | 256.0 | 0   | 2.016000 | False  
cpu   | x86_64 | r6i.8xlarge       | 32   | 256.0 | 0   | 2.016000 | False  
cpu   | x86_64 | r5ad.8xlarge      | 32   | 256.0 | 0   | 2.096000 | True   
cpu   | x86_64 | r8i-flex.8xlarge  | 32   | 256.0 | 0   | 2.111520 | True   
cpu   | x86_64 | r7i.8xlarge       | 32   | 256.0 | 0   | 2.116800 | True   
cpu   | x86_64 | r8i.8xlarge       | 32   | 256.0 | 0   | 2.222720 | True   
cpu   | x86_64 | r5d.8xlarge       | 32   | 256.0 | 0   | 2.304000 | True   
cpu   | x86_64 | r5b.8xlarge       | 32   | 256.0 | 0   | 2.384000 | True   
cpu   | x86_64 | r5n.8xlarge       | 32   | 256.0 | 0   | 2.384000 | True   
cpu   | x86_64 | r6id.8xlarge      | 32   | 256.0 | 0   | 2.419200 | True   
cpu   | x86_64 | r7a.8xlarge       | 32   | 256.0 | 0   | 2.434400 | True   
cpu   | x86_64 | r8a.8xlarge       | 32   | 256.0 | 0   | 2.556160 | True   
cpu   | x86_64 | r8id.8xlarge      | 32   | 256.0 | 0   | 2.661120 | True   
cpu   | x86_64 | r5dn.8xlarge      | 32   | 256.0 | 0   | 2.672000 | True   
cpu   | x86_64 | r6in.8xlarge      | 32   | 256.0 | 0   | 2.789280 | True   
cpu   | x86_64 | r7iz.8xlarge      | 32   | 256.0 | 0   | 2.976000 | True   
cpu   | x86_64 | r6idn.8xlarge     | 32   | 256.0 | 0   | 3.126240 | True   
cpu   | x86_64 | r8ib.8xlarge      | 32   | 256.0 | 0   | 3.347200 | True   
cpu   | x86_64 | r8in.8xlarge      | 32   | 256.0 | 0   | 3.347200 | True   
cpu   | x86_64 | r8idb.8xlarge     | 32   | 256.0 | 0   | 3.751520 | True   
cpu   | x86_64 | r8idn.8xlarge     | 32   | 256.0 | 0   | 3.751520 | True   
cpu   | x86_64 | x8i.8xlarge       | 32   | 512.0 | 0   | 3.501280 | True   
cpu   | x86_64 | c6a.16xlarge      | 64   | 128.0 | 0   | 2.448000 | True   
cpu   | x86_64 | c5a.16xlarge      | 64   | 128.0 | 0   | 2.464000 | True   
cpu   | x86_64 | c7i-flex.16xlarge | 64   | 128.0 | 0   | 2.713200 | True   
cpu   | x86_64 | c6i.16xlarge      | 64   | 128.0 | 0   | 2.720000 | True   
cpu   | x86_64 | c5ad.16xlarge     | 64   | 128.0 | 0   | 2.752000 | True   
cpu   | x86_64 | c8i-flex.16xlarge | 64   | 128.0 | 0   | 2.848640 | True   
cpu   | x86_64 | c7i.16xlarge      | 64   | 128.0 | 0   | 2.856000 | True   
cpu   | x86_64 | c8i.16xlarge      | 64   | 128.0 | 0   | 2.998720 | True   
cpu   | x86_64 | c6id.16xlarge     | 64   | 128.0 | 0   | 3.225600 | True   
cpu   | x86_64 | c7a.16xlarge      | 64   | 128.0 | 0   | 3.284480 | True   
cpu   | x86_64 | c8a.16xlarge      | 64   | 128.0 | 0   | 3.448640 | True   
cpu   | x86_64 | c8id.16xlarge     | 64   | 128.0 | 0   | 3.548160 | True   
cpu   | x86_64 | c6in.16xlarge     | 64   | 128.0 | 0   | 3.628800 | True   
cpu   | x86_64 | c8ib.16xlarge     | 64   | 128.0 | 0   | 4.354560 | True   
cpu   | x86_64 | c8in.16xlarge     | 64   | 128.0 | 0   | 4.354560 | True   
cpu   | x86_64 | m5a.16xlarge      | 64   | 256.0 | 0   | 2.752000 | True   
cpu   | x86_64 | m6a.16xlarge      | 64   | 256.0 | 0   | 2.764800 | True   
cpu   | x86_64 | m7i-flex.16xlarge | 64   | 256.0 | 0   | 3.064320 | True   
cpu   | x86_64 | m5.16xlarge       | 64   | 256.0 | 0   | 3.072000 | False  
cpu   | x86_64 | m6i.16xlarge      | 64   | 256.0 | 0   | 3.072000 | False  
cpu   | x86_64 | m4.16xlarge       | 64   | 256.0 | 0   | 3.200000 | False  
cpu   | x86_64 | m8i-flex.16xlarge | 64   | 256.0 | 0   | 3.217600 | True   
cpu   | x86_64 | m7i.16xlarge      | 64   | 256.0 | 0   | 3.225600 | True   
cpu   | x86_64 | m5ad.16xlarge     | 64   | 256.0 | 0   | 3.296000 | True   
cpu   | x86_64 | m8i.16xlarge      | 64   | 256.0 | 0   | 3.386880 | True   
cpu   | x86_64 | m5d.16xlarge      | 64   | 256.0 | 0   | 3.616000 | True   
cpu   | x86_64 | m7a.16xlarge      | 64   | 256.0 | 0   | 3.709440 | True   
cpu   | x86_64 | m6id.16xlarge     | 64   | 256.0 | 0   | 3.796800 | True   
cpu   | x86_64 | m5n.16xlarge      | 64   | 256.0 | 0   | 3.808000 | True   
cpu   | x86_64 | m8a.16xlarge      | 64   | 256.0 | 0   | 3.895040 | True   
cpu   | x86_64 | m8id.16xlarge     | 64   | 256.0 | 0   | 4.176640 | True   
cpu   | x86_64 | m5dn.16xlarge     | 64   | 256.0 | 0   | 4.352000 | True   
cpu   | x86_64 | m6in.16xlarge     | 64   | 256.0 | 0   | 4.455360 | True   
cpu   | x86_64 | m6idn.16xlarge    | 64   | 256.0 | 0   | 5.091840 | True   
cpu   | x86_64 | m8ib.16xlarge     | 64   | 256.0 | 0   | 5.346560 | True   
cpu   | x86_64 | m8in.16xlarge     | 64   | 256.0 | 0   | 5.346560 | True   
cpu   | x86_64 | m8idb.16xlarge    | 64   | 256.0 | 0   | 6.110080 | True   
cpu   | x86_64 | m8idn.16xlarge    | 64   | 256.0 | 0   | 6.110080 | True   
cpu   | x86_64 | r4.16xlarge       | 64   | 488.0 | 0   | 4.256000 | False  
cpu   | x86_64 | r5a.16xlarge      | 64   | 512.0 | 0   | 3.616000 | True   
cpu   | x86_64 | r6a.16xlarge      | 64   | 512.0 | 0   | 3.628800 | True   
cpu   | x86_64 | r5.16xlarge       | 64   | 512.0 | 0   | 4.032000 | False  
cpu   | x86_64 | r6i.16xlarge      | 64   | 512.0 | 0   | 4.032000 | False  
cpu   | x86_64 | r5ad.16xlarge     | 64   | 512.0 | 0   | 4.192000 | True   
cpu   | x86_64 | r8i-flex.16xlarge | 64   | 512.0 | 0   | 4.223040 | True   
cpu   | x86_64 | r7i.16xlarge      | 64   | 512.0 | 0   | 4.233600 | True   
cpu   | x86_64 | r8i.16xlarge      | 64   | 512.0 | 0   | 4.445440 | True   
cpu   | x86_64 | r5d.16xlarge      | 64   | 512.0 | 0   | 4.608000 | True   
cpu   | x86_64 | r5b.16xlarge      | 64   | 512.0 | 0   | 4.768000 | True   
cpu   | x86_64 | r5n.16xlarge      | 64   | 512.0 | 0   | 4.768000 | True   
cpu   | x86_64 | r6id.16xlarge     | 64   | 512.0 | 0   | 4.838400 | True   
cpu   | x86_64 | r7a.16xlarge      | 64   | 512.0 | 0   | 4.868800 | True   
cpu   | x86_64 | r8a.16xlarge      | 64   | 512.0 | 0   | 5.112320 | True   
cpu   | x86_64 | r8id.16xlarge     | 64   | 512.0 | 0   | 5.322240 | True   
cpu   | x86_64 | r5dn.16xlarge     | 64   | 512.0 | 0   | 5.344000 | True   
cpu   | x86_64 | r6in.16xlarge     | 64   | 512.0 | 0   | 5.578560 | True   
cpu   | x86_64 | r7iz.16xlarge     | 64   | 512.0 | 0   | 5.952000 | True   
cpu   | x86_64 | r6idn.16xlarge    | 64   | 512.0 | 0   | 6.252480 | True   
cpu   | x86_64 | r8ib.16xlarge     | 64   | 512.0 | 0   | 6.694400 | True   
cpu   | x86_64 | r8in.16xlarge     | 64   | 512.0 | 0   | 6.694400 | True   
cpu   | x86_64 | r8idb.16xlarge    | 64   | 512.0 | 0   | 7.503040 | True   
cpu   | x86_64 | r8idn.16xlarge    | 64   | 512.0 | 0   | 7.503040 | True   
gpu   | x86_64 | g4dn.xlarge       | 4    | 16.0  | 1   | 0.526000 | True   
gpu   | x86_64 | g6.xlarge         | 4    | 16.0  | 1   | 0.804800 | True   
gpu   | x86_64 | g5.xlarge         | 4    | 16.0  | 1   | 1.006000 | True   
gpu   | x86_64 | g6e.xlarge        | 4    | 32.0  | 1   | 1.861000 | True   
gpu   | x86_64 | g4dn.2xlarge      | 8    | 32.0  | 1   | 0.752000 | True   
gpu   | x86_64 | g6.2xlarge        | 8    | 32.0  | 1   | 0.977600 | True   
gpu   | x86_64 | g5.2xlarge        | 8    | 32.0  | 1   | 1.212000 | True   
gpu   | x86_64 | g6e.2xlarge       | 8    | 64.0  | 1   | 2.242080 | True   
gpu   | x86_64 | g7e.2xlarge       | 8    | 64.0  | 1   | 3.363120 | True   
gpu   | x86_64 | g4dn.4xlarge      | 16   | 64.0  | 1   | 1.204000 | True   
gpu   | x86_64 | g6.4xlarge        | 16   | 64.0  | 1   | 1.323200 | True   
gpu   | x86_64 | g5.4xlarge        | 16   | 64.0  | 1   | 1.624000 | True   
gpu   | x86_64 | g6e.4xlarge       | 16   | 128.0 | 1   | 3.004240 | True   
gpu   | x86_64 | g7e.4xlarge       | 16   | 128.0 | 1   | 3.998160 | True   
gpu   | x86_64 | p5.4xlarge        | 16   | 256.0 | 1   | 6.880000 | True   
gpu   | x86_64 | g6.8xlarge        | 32   | 128.0 | 1   | 2.014400 | True   
gpu   | x86_64 | g4dn.8xlarge      | 32   | 128.0 | 1   | 2.176000 | True   
gpu   | x86_64 | g5.8xlarge        | 32   | 128.0 | 1   | 2.448000 | True   
gpu   | x86_64 | g6e.8xlarge       | 32   | 256.0 | 1   | 4.528560 | True   
gpu   | x86_64 | g7e.8xlarge       | 32   | 256.0 | 1   | 5.268240 | True   
gpu   | x86_64 | g6.16xlarge       | 64   | 256.0 | 1   | 3.396800 | True   
gpu   | x86_64 | g5.16xlarge       | 64   | 256.0 | 1   | 4.096000 | True   
gpu   | x86_64 | g4dn.16xlarge     | 64   | 256.0 | 1   | 4.352000 | True   
gpu   | x86_64 | g6e.16xlarge      | 64   | 512.0 | 1   | 7.577190 | True   
